Time_s,Displacement_Linear_m,Displacement_Sine_m,Displacement_Exp_m,Displacement_Poly5_m
2.05,0.6128500000000004,0.6415398467644358,0.6772928733113437,0.6128500000000004
2.052,0.6135500000000005,0.6422398467644358,0.6779928733113437,0.6135500000000005
2.054,0.6142500000000006,0.6429398467644358,0.6786928733113438,0.6142500000000006
2.056,0.6149500000000007,0.6436398467644359,0.6793928733113438,0.6149500000000007
2.058,0.6156500000000007,0.644339846764436,0.6800928733113438,0.6156500000000007
2.06,0.6163500000000007,0.645039846764436,0.6807928733113439,0.6163500000000007
2.062,0.6170500000000008,0.6457398467644361,0.681492873311344,0.6170500000000008
2.064,0.6177500000000008,0.6464398467644361,0.682192873311344,0.6177500000000008
2.066,0.6184500000000008,0.6471398467644361,0.6828928733113441,0.6184500000000008
2.068,0.6191500000000009,0.6478398467644362,0.6835928733113441,0.6191500000000009
2.07,0.6198500000000009,0.6485398467644362,0.6842928733113441,0.6198500000000009
2.072,0.620550000000001,0.6492398467644362,0.6849928733113442,0.620550000000001
2.074,0.6212500000000011,0.6499398467644363,0.6856928733113442,0.6212500000000011
2.076,0.6219500000000011,0.6506398467644364,0.6863928733113442,0.6219500000000011
2.078,0.6226500000000011,0.6513398467644365,0.6870928733113443,0.6226500000000011
2.08,0.6233500000000012,0.6520398467644365,0.6877928733113443,0.6233500000000012
2.082,0.6240500000000012,0.6527398467644365,0.6884928733113445,0.6240500000000012
2.084,0.6247500000000012,0.6534398467644366,0.6891928733113445,0.6247500000000012
2.086,0.6254500000000013,0.6541398467644366,0.6898928733113445,0.6254500000000013
2.088,0.6261500000000013,0.6548398467644366,0.6905928733113446,0.6261500000000013
2.09,0.6268500000000014,0.6555398467644367,0.6912928733113446,0.6268500000000014
2.092,0.6275500000000015,0.6562398467644367,0.6919928733113446,0.6275500000000015
2.094,0.6282500000000015,0.6569398467644367,0.6926928733113447,0.6282500000000015
2.096,0.6289500000000016,0.6576398467644369,0.6933928733113447,0.6289500000000016
2.098,0.6296500000000016,0.6583398467644369,0.6940928733113447,0.6296500000000016
2.1,0.6303500000000016,0.6590398467644369,0.6947928733113449,0.6303500000000016
2.102,0.6310500000000017,0.659739846764437,0.6954928733113449,0.6310500000000017
2.104,0.6317500000000017,0.660439846764437,0.6961928733113449,0.6317500000000017
2.106,0.6324500000000017,0.661139846764437,0.696892873311345,0.6324500000000017
2.108,0.6331500000000018,0.6618398467644371,0.697592873311345,0.6331500000000018
2.11,0.6338500000000018,0.6625398467644371,0.698292873311345,0.6338500000000018
2.112,0.634550000000002,0.6632398467644371,0.6989928733113451,0.634550000000002
2.114,0.635250000000002,0.6639398467644372,0.6996928733113451,0.635250000000002
2.116,0.635950000000002,0.6646398467644373,0.7003928733113451,0.635950000000002
2.118,0.636650000000002,0.6653398467644374,0.7010928733113452,0.636650000000002
2.12,0.6373500000000021,0.6660398467644374,0.7017928733113453,0.6373500000000021
2.122,0.6380500000000021,0.6667398467644374,0.7024928733113454,0.6380500000000021
2.124,0.6387500000000021,0.6674398467644375,0.7031928733113454,0.6387500000000021
2.126,0.6394500000000022,0.6681398467644375,0.7038928733113454,0.6394500000000022
2.128,0.6401500000000022,0.6688398467644375,0.7045928733113455,0.6401500000000022
2.13,0.6408500000000024,0.6695398467644376,0.7052928733113455,0.6408500000000024
2.132,0.6415500000000024,0.6702398467644376,0.7059928733113455,0.6415500000000024
2.134,0.6422500000000024,0.6709398467644377,0.7066928733113456,0.6422500000000024
2.136,0.6429500000000025,0.6716398467644378,0.7073928733113456,0.6429500000000025
2.138,0.6436500000000025,0.6723398467644378,0.7080928733113457,0.6436500000000025
2.14,0.6443500000000025,0.6730398467644378,0.7087928733113458,0.6443500000000025
2.142,0.6450500000000026,0.6737398467644379,0.7094928733113458,0.6450500000000026
2.144,0.6457500000000026,0.6744398467644379,0.7101928733113458,0.6457500000000026
2.146,0.6464500000000026,0.675139846764438,0.7108928733113459,0.6464500000000026
2.148,0.6471500000000027,0.675839846764438,0.7115928733113459,0.6471500000000027
2.15,0.6478500000000028,0.676539846764438,0.7122928733113459,0.6478500000000028
2.152,0.6485500000000028,0.677239846764438,0.712992873311346,0.6485500000000028
2.154,0.6492500000000029,0.6779398467644382,0.713692873311346,0.6492500000000029
2.156,0.6499500000000029,0.6786398467644382,0.714392873311346,0.6499500000000029
2.158,0.650650000000003,0.6793398467644383,0.7150928733113462,0.650650000000003
2.16,0.651350000000003,0.6800398467644383,0.7157928733113462,0.651350000000003
2.162,0.652050000000003,0.6807398467644383,0.7164928733113463,0.652050000000003
2.164,0.652750000000003,0.6814398467644384,0.7171928733113463,0.652750000000003
2.166,0.6534500000000031,0.6821398467644384,0.7178928733113463,0.6534500000000031
2.168,0.6541500000000032,0.6828398467644384,0.7185928733113464,0.6541500000000032
2.17,0.6548500000000033,0.6835398467644385,0.7192928733113464,0.6548500000000033
2.172,0.6555500000000033,0.6842398467644386,0.7199928733113464,0.6555500000000033
2.174,0.6562500000000033,0.6849398467644386,0.7206928733113465,0.6562500000000033
2.176,0.6569500000000034,0.6856398467644387,0.7213928733113465,0.6569500000000034
2.178,0.6576500000000034,0.6863398467644387,0.7220928733113466,0.6576500000000034
2.18,0.6583500000000034,0.6870398467644387,0.7227928733113467,0.6583500000000034
2.182,0.6590500000000035,0.6877398467644388,0.7234928733113467,0.6590500000000035
2.184,0.6597500000000035,0.6884398467644388,0.7241928733113467,0.6597500000000035
2.186,0.6604500000000035,0.6891398467644388,0.7248928733113468,0.6604500000000035
2.188,0.6611500000000037,0.6898398467644389,0.7255928733113468,0.6611500000000037
2.19,0.6618500000000037,0.6905398467644389,0.7262928733113468,0.6618500000000037
2.192,0.6625500000000037,0.6912398467644391,0.7269928733113469,0.6625500000000037
2.194,0.6632500000000038,0.6919398467644391,0.7276928733113469,0.6632500000000038
2.196,0.6639500000000038,0.6926398467644391,0.728392873311347,0.6639500000000038
2.198,0.6646500000000038,0.6933398467644392,0.7290928733113471,0.6646500000000038
2.2,0.6653500000000039,0.6940398467644392,0.7297928733113471,0.6653500000000039
2.202,0.6660500000000039,0.6947398467644392,0.7304928733113472,0.6660500000000039
2.204,0.666750000000004,0.6954398467644393,0.7311928733113472,0.666750000000004
2.206,0.667450000000004,0.6961398467644393,0.7318928733113472,0.667450000000004
2.208,0.6681500000000041,0.6968398467644393,0.7325928733113473,0.6681500000000041
2.21,0.6688500000000042,0.6975398467644394,0.7332928733113473,0.6688500000000042
2.212,0.6695500000000042,0.6982398467644395,0.7339928733113473,0.6695500000000042
2.214,0.6702500000000042,0.6989398467644395,0.7346928733113474,0.6702500000000042
2.216,0.6709500000000043,0.6996398467644396,0.7353928733113475,0.6709500000000043
2.218,0.6716500000000043,0.7003398467644396,0.7360928733113475,0.6716500000000043
2.22,0.6723500000000043,0.7010398467644396,0.7367928733113476,0.6723500000000043
2.222,0.6730500000000044,0.7017398467644397,0.7374928733113476,0.6730500000000044
2.224,0.6737500000000044,0.7024398467644397,0.7381928733113476,0.6737500000000044
2.226,0.6744500000000045,0.7031398467644397,0.7388928733113477,0.6744500000000045
2.228,0.6751500000000046,0.7038398467644398,0.7395928733113477,0.6751500000000046
2.23,0.6758500000000046,0.7045398467644399,0.7402928733113477,0.6758500000000046
2.232,0.6765500000000046,0.70523984676444,0.7409928733113478,0.6765500000000046
2.234,0.6772500000000047,0.70593984676444,0.7416928733113479,0.6772500000000047
2.236,0.6779500000000047,0.70663984676444,0.742392873311348,0.6779500000000047
2.238,0.6786500000000047,0.7073398467644401,0.743092873311348,0.6786500000000047
2.24,0.6793500000000048,0.7080398467644401,0.743792873311348,0.6793500000000048
2.242,0.6800500000000048,0.7087398467644401,0.7444928733113481,0.6800500000000048
2.244,0.6807500000000049,0.7094398467644402,0.7451928733113481,0.6807500000000049
2.246,0.681450000000005,0.7101398467644402,0.7458928733113481,0.681450000000005
2.248,0.682150000000005,0.7108398467644402,0.7465928733113482,0.682150000000005
2.25,0.6828500000000051,0.7115398467644404,0.7472928733113482,0.6828500000000051
2.252,0.6835500000000051,0.7122398467644404,0.7479928733113482,0.6835500000000051
2.254,0.6842500000000051,0.7129398467644404,0.7486928733113484,0.6842500000000051
2.256,0.6849500000000052,0.7136398467644405,0.7493928733113484,0.6849500000000052
2.258,0.6856500000000052,0.7143398467644405,0.7500928733113484,0.6856500000000052
2.26,0.6863500000000052,0.7150398467644405,0.7507928733113485,0.6863500000000052
2.262,0.6870500000000053,0.7157398467644406,0.7514928733113485,0.6870500000000053
2.264,0.6877500000000054,0.7164398467644406,0.7521928733113485,0.6877500000000054
2.266,0.6884500000000054,0.7171398467644406,0.7528928733113486,0.6884500000000054
2.268,0.6891500000000055,0.7178398467644408,0.7535928733113486,0.6891500000000055
2.27,0.6898500000000055,0.7185398467644408,0.7542928733113486,0.6898500000000055
2.272,0.6905500000000055,0.7192398467644409,0.7549928733113487,0.6905500000000055
2.274,0.6912500000000056,0.7199398467644409,0.7556928733113488,0.6912500000000056
2.276,0.6919500000000056,0.7206398467644409,0.7563928733113489,0.6919500000000056
2.278,0.6926500000000057,0.721339846764441,0.7570928733113489,0.6926500000000057
2.28,0.6933500000000057,0.722039846764441,0.7577928733113489,0.6933500000000057
2.282,0.6940500000000057,0.722739846764441,0.758492873311349,0.6940500000000057
2.284,0.6947500000000059,0.7234398467644411,0.759192873311349,0.6947500000000059
2.286,0.6954500000000059,0.7241398467644411,0.759892873311349,0.6954500000000059
2.288,0.6961500000000059,0.7248398467644412,0.7605928733113491,0.6961500000000059
2.29,0.696850000000006,0.7255398467644413,0.7612928733113491,0.696850000000006
2.292,0.697550000000006,0.7262398467644413,0.7619928733113492,0.697550000000006
2.294,0.698250000000006,0.7269398467644413,0.7626928733113493,0.698250000000006
2.296,0.6989500000000061,0.7276398467644414,0.7633928733113493,0.6989500000000061
2.298,0.6996500000000061,0.7283398467644414,0.7640928733113493,0.6996500000000061
2.3,0.7003500000000061,0.7290398467644414,0.7647928733113494,0.7003500000000061
2.302,0.7010500000000062,0.7297398467644415,0.7654928733113494,0.7010500000000062
2.304,0.7017500000000063,0.7304398467644415,0.7661928733113494,0.7017500000000063
2.306,0.7024500000000063,0.7311398467644415,0.7668928733113495,0.7024500000000063
2.308,0.7031500000000064,0.7318398467644417,0.7675928733113495,0.7031500000000064
2.31,0.7038500000000064,0.7325398467644417,0.7682928733113495,0.7038500000000064
2.312,0.7045500000000064,0.7332398467644418,0.7689928733113497,0.7045500000000064
2.314,0.7052500000000065,0.7339398467644418,0.7696928733113497,0.7052500000000065
2.316,0.7059500000000065,0.7346398467644418,0.7703928733113498,0.7059500000000065
2.318,0.7066500000000066,0.7353398467644419,0.7710928733113498,0.7066500000000066
2.32,0.7073500000000066,0.7360398467644419,0.7717928733113498,0.7073500000000066
2.322,0.7080500000000067,0.7367398467644419,0.7724928733113499,0.7080500000000067
2.324,0.7087500000000068,0.737439846764442,0.7731928733113499,0.7087500000000068
2.326,0.7094500000000068,0.7381398467644421,0.7738928733113499,0.7094500000000068
2.328,0.7101500000000068,0.7388398467644421,0.77459287331135,0.7101500000000068
2.33,0.7108500000000069,0.7395398467644422,0.7752928733113501,0.7108500000000069
2.332,0.7115500000000069,0.7402398467644422,0.7759928733113501,0.7115500000000069
2.334,0.7122500000000069,0.7409398467644422,0.7766928733113502,0.7122500000000069
2.336,0.712950000000007,0.7416398467644423,0.7773928733113502,0.712950000000007
2.338,0.713650000000007,0.7423398467644423,0.7780928733113502,0.713650000000007
2.34,0.714350000000007,0.7430398467644423,0.7787928733113503,0.714350000000007
2.342,0.7150500000000072,0.7437398467644424,0.7794928733113503,0.7150500000000072
2.344,0.7157500000000072,0.7444398467644424,0.7801928733113503,0.7157500000000072
2.346,0.7164500000000072,0.7451398467644426,0.7808928733113504,0.7164500000000072
2.348,0.7171500000000073,0.7458398467644426,0.7815928733113504,0.7171500000000073
2.35,0.7178500000000073,0.7465398467644426,0.7822928733113506,0.7178500000000073
2.352,0.7185500000000073,0.7472398467644427,0.7829928733113506,0.7185500000000073
2.354,0.7192500000000074,0.7479398467644427,0.7836928733113506,0.7192500000000074
2.356,0.7199500000000074,0.7486398467644427,0.7843928733113507,0.7199500000000074
2.358,0.7206500000000075,0.7493398467644428,0.7850928733113507,0.7206500000000075
2.36,0.7213500000000076,0.7500398467644428,0.7857928733113507,0.7213500000000076
2.362,0.7220500000000076,0.7507398467644428,0.7864928733113508,0.7220500000000076
2.364,0.7227500000000077,0.751439846764443,0.7871928733113508,0.7227500000000077
2.366,0.7234500000000077,0.752139846764443,0.7878928733113508,0.7234500000000077
2.368,0.7241500000000077,0.752839846764443,0.7885928733113509,0.7241500000000077
2.37,0.7248500000000078,0.7535398467644431,0.789292873311351,0.7248500000000078
2.372,0.7255500000000078,0.7542398467644431,0.789992873311351,0.7255500000000078
2.374,0.7262500000000078,0.7549398467644431,0.7906928733113511,0.7262500000000078
2.376,0.7269500000000079,0.7556398467644432,0.7913928733113511,0.7269500000000079
2.378,0.7276500000000079,0.7563398467644432,0.7920928733113511,0.7276500000000079
2.38,0.728350000000008,0.7570398467644432,0.7927928733113512,0.728350000000008
2.382,0.7290500000000081,0.7577398467644433,0.7934928733113512,0.7290500000000081
2.384,0.7297500000000081,0.7584398467644434,0.7941928733113512,0.7297500000000081
2.386,0.7304500000000081,0.7591398467644435,0.7948928733113513,0.7304500000000081
2.388,0.7311500000000082,0.7598398467644435,0.7955928733113514,0.7311500000000082
2.39,0.7318500000000082,0.7605398467644435,0.7962928733113515,0.7318500000000082
2.392,0.7325500000000083,0.7612398467644436,0.7969928733113515,0.7325500000000083
2.394,0.7332500000000083,0.7619398467644436,0.7976928733113515,0.7332500000000083
2.396,0.7339500000000083,0.7626398467644436,0.7983928733113516,0.7339500000000083
2.398,0.7346500000000084,0.7633398467644437,0.7990928733113516,0.7346500000000084
2.4,0.7353500000000085,0.7640398467644437,0.7997928733113516,0.7353500000000085
2.402,0.7360500000000085,0.7647398467644437,0.8004928733113517,0.7360500000000085
2.404,0.7367500000000086,0.7654398467644439,0.8011928733113517,0.7367500000000086
2.406,0.7374500000000086,0.7661398467644439,0.8018928733113517,0.7374500000000086
2.408,0.7381500000000086,0.7668398467644439,0.8025928733113519,0.7381500000000086
2.41,0.7388500000000087,0.767539846764444,0.8032928733113519,0.7388500000000087
2.412,0.7395500000000087,0.768239846764444,0.8039928733113519,0.7395500000000087
2.414,0.7402500000000087,0.768939846764444,0.804692873311352,0.7402500000000087
2.416,0.7409500000000088,0.7696398467644441,0.805392873311352,0.7409500000000088
2.418,0.7416500000000089,0.7703398467644441,0.806092873311352,0.7416500000000089
2.42,0.742350000000009,0.7710398467644441,0.8067928733113521,0.742350000000009
2.422,0.743050000000009,0.7717398467644443,0.8074928733113521,0.743050000000009
2.424,0.743750000000009,0.7724398467644443,0.8081928733113521,0.743750000000009
2.426,0.744450000000009,0.7731398467644444,0.8088928733113523,0.744450000000009
2.428,0.7451500000000091,0.7738398467644444,0.8095928733113523,0.7451500000000091
2.43,0.7458500000000091,0.7745398467644444,0.8102928733113524,0.7458500000000091
2.432,0.7465500000000092,0.7752398467644445,0.8109928733113524,0.7465500000000092
2.434,0.7472500000000092,0.7759398467644445,0.8116928733113524,0.7472500000000092
2.436,0.7479500000000092,0.7766398467644445,0.8123928733113525,0.7479500000000092
2.438,0.7486500000000094,0.7773398467644446,0.8130928733113525,0.7486500000000094
2.44,0.7493500000000094,0.7780398467644446,0.8137928733113525,0.7493500000000094
2.442,0.7500500000000094,0.7787398467644447,0.8144928733113526,0.7500500000000094
2.444,0.7507500000000095,0.7794398467644448,0.8151928733113526,0.7507500000000095
2.446,0.7514500000000095,0.7801398467644448,0.8158928733113527,0.7514500000000095
2.448,0.7521500000000095,0.7808398467644448,0.8165928733113528,0.7521500000000095
2.45,0.7528500000000096,0.7815398467644449,0.8172928733113528,0.7528500000000096
2.452,0.7535500000000096,0.7822398467644449,0.8179928733113528,0.7535500000000096
2.454,0.7542500000000096,0.782939846764445,0.8186928733113529,0.7542500000000096
2.456,0.7549500000000098,0.783639846764445,0.8193928733113529,0.7549500000000098
2.458,0.7556500000000098,0.784339846764445,0.8200928733113529,0.7556500000000098
2.46,0.7563500000000098,0.785039846764445,0.820792873311353,0.7563500000000098
2.462,0.7570500000000099,0.7857398467644452,0.821492873311353,0.7570500000000099
2.464,0.7577500000000099,0.7864398467644452,0.822192873311353,0.7577500000000099
2.466,0.75845000000001,0.7871398467644453,0.8228928733113532,0.75845000000001
2.468,0.75915000000001,0.7878398467644453,0.8235928733113532,0.75915000000001
2.47,0.75985000000001,0.7885398467644453,0.8242928733113533,0.75985000000001
2.472,0.76055000000001,0.7892398467644454,0.8249928733113533,0.76055000000001
2.474,0.7612500000000101,0.7899398467644454,0.8256928733113533,0.7612500000000101
2.476,0.7619500000000102,0.7906398467644454,0.8263928733113534,0.7619500000000102
2.478,0.7626500000000103,0.7913398467644455,0.8270928733113534,0.7626500000000103
2.48,0.7633500000000103,0.7920398467644456,0.8277928733113534,0.7633500000000103
2.482,0.7640500000000103,0.7927398467644456,0.8284928733113535,0.7640500000000103
2.484,0.7647500000000104,0.7934398467644457,0.8291928733113536,0.7647500000000104
2.486,0.7654500000000104,0.7941398467644457,0.8298928733113536,0.7654500000000104
2.488,0.7661500000000104,0.7948398467644457,0.8305928733113537,0.7661500000000104
2.49,0.7668500000000105,0.7955398467644458,0.8312928733113537,0.7668500000000105
2.492,0.7675500000000105,0.7962398467644458,0.8319928733113537,0.7675500000000105
2.494,0.7682500000000105,0.7969398467644458,0.8326928733113538,0.7682500000000105
2.496,0.7689500000000107,0.7976398467644459,0.8333928733113538,0.7689500000000107
2.498,0.7696500000000107,0.7983398467644459,0.8340928733113538,0.7696500000000107
2.5,0.7703500000000107,0.7990398467644461,0.8347928733113539,0.7703500000000107
2.502,0.7710500000000108,0.7997398467644461,0.8354928733113539,0.7710500000000108
2.504,0.7717500000000108,0.8004398467644461,0.8361928733113541,0.7717500000000108
2.506,0.7724500000000109,0.8011398467644462,0.8368928733113541,0.7724500000000109
2.508,0.7731500000000109,0.8018398467644462,0.8375928733113541,0.7731500000000109
2.51,0.7738500000000109,0.8025398467644462,0.8382928733113542,0.7738500000000109
2.512,0.774550000000011,0.8032398467644463,0.8389928733113542,0.774550000000011
2.514,0.7752500000000111,0.8039398467644463,0.8396928733113542,0.7752500000000111
2.516,0.7759500000000111,0.8046398467644463,0.8403928733113543,0.7759500000000111
2.518,0.7766500000000112,0.8053398467644465,0.8410928733113543,0.7766500000000112
2.52,0.7773500000000112,0.8060398467644465,0.8417928733113543,0.7773500000000112
2.522,0.7780500000000112,0.8067398467644465,0.8424928733113545,0.7780500000000112
2.524,0.7787500000000113,0.8074398467644466,0.8431928733113545,0.7787500000000113
2.526,0.7794500000000113,0.8081398467644466,0.8438928733113545,0.7794500000000113
2.528,0.7801500000000113,0.8088398467644466,0.8445928733113546,0.7801500000000113
2.53,0.7808500000000114,0.8095398467644467,0.8452928733113546,0.7808500000000114
2.532,0.7815500000000114,0.8102398467644467,0.8459928733113546,0.7815500000000114
2.534,0.7822500000000115,0.8109398467644467,0.8466928733113547,0.7822500000000115
2.536,0.7829500000000116,0.8116398467644468,0.8473928733113547,0.7829500000000116
2.538,0.7836500000000116,0.8123398467644469,0.8480928733113547,0.7836500000000116
2.54,0.7843500000000116,0.813039846764447,0.8487928733113548,0.7843500000000116
2.542,0.7850500000000117,0.813739846764447,0.8494928733113549,0.7850500000000117
2.544,0.7857500000000117,0.814439846764447,0.850192873311355,0.7857500000000117
2.546,0.7864500000000118,0.8151398467644471,0.850892873311355,0.7864500000000118
2.548,0.7871500000000118,0.8158398467644471,0.851592873311355,0.7871500000000118
2.55,0.7878500000000118,0.8165398467644471,0.8522928733113551,0.7878500000000118
2.552,0.7885500000000119,0.8172398467644472,0.8529928733113551,0.7885500000000119
2.554,0.789250000000012,0.8179398467644472,0.8536928733113551,0.789250000000012
2.556,0.789950000000012,0.8186398467644472,0.8543928733113552,0.789950000000012
2.558,0.7906500000000121,0.8193398467644474,0.8550928733113552,0.7906500000000121
2.56,0.7913500000000121,0.8200398467644474,0.8557928733113552,0.7913500000000121
2.562,0.7920500000000121,0.8207398467644474,0.8564928733113554,0.7920500000000121
2.564,0.7927500000000122,0.8214398467644475,0.8571928733113554,0.7927500000000122
2.566,0.7934500000000122,0.8221398467644475,0.8578928733113554,0.7934500000000122
2.568,0.7941500000000122,0.8228398467644475,0.8585928733113555,0.7941500000000122
2.57,0.7948500000000123,0.8235398467644476,0.8592928733113555,0.7948500000000123
2.572,0.7955500000000124,0.8242398467644476,0.8599928733113555,0.7955500000000124
2.574,0.7962500000000124,0.8249398467644476,0.8606928733113556,0.7962500000000124
2.576,0.7969500000000125,0.8256398467644478,0.8613928733113556,0.7969500000000125
2.578,0.7976500000000125,0.8263398467644478,0.8620928733113556,0.7976500000000125
2.58,0.7983500000000125,0.8270398467644479,0.8627928733113558,0.7983500000000125
2.582,0.7990500000000126,0.8277398467644479,0.8634928733113558,0.7990500000000126
2.584,0.7997500000000126,0.8284398467644479,0.8641928733113559,0.7997500000000126
2.586,0.8004500000000127,0.829139846764448,0.8648928733113559,0.8004500000000127
2.588,0.8011500000000127,0.829839846764448,0.8655928733113559,0.8011500000000127
2.59,0.8018500000000127,0.830539846764448,0.866292873311356,0.8018500000000127
2.592,0.8025500000000129,0.8312398467644481,0.866992873311356,0.8025500000000129
2.594,0.8032500000000129,0.8319398467644481,0.867692873311356,0.8032500000000129
2.596,0.8039500000000129,0.8326398467644482,0.8683928733113561,0.8039500000000129
2.598,0.804650000000013,0.8333398467644483,0.8690928733113561,0.804650000000013
2.6,0.805350000000013,0.8340398467644483,0.8697928733113562,0.805350000000013
2.602,0.806050000000013,0.8347398467644483,0.8704928733113563,0.806050000000013
2.604,0.8067500000000131,0.8354398467644484,0.8711928733113563,0.8067500000000131
2.606,0.8074500000000131,0.8361398467644484,0.8718928733113563,0.8074500000000131
2.608,0.8081500000000131,0.8368398467644484,0.8725928733113564,0.8081500000000131
2.61,0.8088500000000133,0.8375398467644485,0.8732928733113564,0.8088500000000133
2.612,0.8095500000000133,0.8382398467644485,0.8739928733113564,0.8095500000000133
2.614,0.8102500000000133,0.8389398467644487,0.8746928733113565,0.8102500000000133
2.616,0.8109500000000134,0.8396398467644487,0.8753928733113565,0.8109500000000134
2.618,0.8116500000000134,0.8403398467644487,0.8760928733113567,0.8116500000000134
2.62,0.8123500000000135,0.8410398467644488,0.8767928733113567,0.8123500000000135
2.622,0.8130500000000135,0.8417398467644488,0.8774928733113567,0.8130500000000135
2.624,0.8137500000000135,0.8424398467644488,0.8781928733113568,0.8137500000000135
2.626,0.8144500000000136,0.8431398467644489,0.8788928733113568,0.8144500000000136
2.628,0.8151500000000136,0.8438398467644489,0.8795928733113568,0.8151500000000136
2.63,0.8158500000000137,0.8445398467644489,0.8802928733113569,0.8158500000000137
2.632,0.8165500000000138,0.845239846764449,0.8809928733113569,0.8165500000000138
2.634,0.8172500000000138,0.8459398467644491,0.8816928733113569,0.8172500000000138
2.636,0.8179500000000138,0.8466398467644491,0.882392873311357,0.8179500000000138
2.638,0.8186500000000139,0.8473398467644492,0.8830928733113571,0.8186500000000139
2.64,0.8193500000000139,0.8480398467644492,0.8837928733113571,0.8193500000000139
2.642,0.8200500000000139,0.8487398467644492,0.8844928733113572,0.8200500000000139
2.644,0.820750000000014,0.8494398467644493,0.8851928733113572,0.820750000000014
2.646,0.821450000000014,0.8501398467644493,0.8858928733113572,0.821450000000014
2.648,0.822150000000014,0.8508398467644493,0.8865928733113573,0.822150000000014
2.65,0.8228500000000142,0.8515398467644494,0.8872928733113573,0.8228500000000142
2.652,0.8235500000000142,0.8522398467644494,0.8879928733113573,0.8235500000000142
2.654,0.8242500000000142,0.8529398467644496,0.8886928733113574,0.8242500000000142
2.656,0.8249500000000143,0.8536398467644496,0.8893928733113574,0.8249500000000143
2.658,0.8256500000000143,0.8543398467644496,0.8900928733113576,0.8256500000000143
2.66,0.8263500000000144,0.8550398467644497,0.8907928733113576,0.8263500000000144
2.662,0.8270500000000144,0.8557398467644497,0.8914928733113576,0.8270500000000144
2.664,0.8277500000000144,0.8564398467644497,0.8921928733113577,0.8277500000000144
2.666,0.8284500000000145,0.8571398467644498,0.8928928733113577,0.8284500000000145
2.668,0.8291500000000146,0.8578398467644498,0.8935928733113577,0.8291500000000146
2.67,0.8298500000000146,0.8585398467644498,0.8942928733113578,0.8298500000000146
2.672,0.8305500000000147,0.85923984676445,0.8949928733113578,0.8305500000000147
2.674,0.8312500000000147,0.85993984676445,0.8956928733113578,0.8312500000000147
2.676,0.8319500000000147,0.86063984676445,0.896392873311358,0.8319500000000147
2.678,0.8326500000000148,0.8613398467644501,0.897092873311358,0.8326500000000148
2.68,0.8333500000000148,0.8620398467644501,0.897792873311358,0.8333500000000148
2.682,0.8340500000000148,0.8627398467644501,0.8984928733113581,0.8340500000000148
2.684,0.8347500000000149,0.8634398467644502,0.8991928733113581,0.8347500000000149
2.686,0.8354500000000149,0.8641398467644502,0.8998928733113581,0.8354500000000149
2.688,0.836150000000015,0.8648398467644502,0.9005928733113582,0.836150000000015
2.69,0.8368500000000151,0.8655398467644503,0.9012928733113582,0.8368500000000151
2.692,0.8375500000000151,0.8662398467644504,0.9019928733113582,0.8375500000000151
2.694,0.8382500000000151,0.8669398467644505,0.9026928733113582,0.8382500000000151
2.696,0.8389500000000152,0.8676398467644505,0.9033928733113584,0.8389500000000152
2.698,0.8396500000000152,0.8683398467644505,0.9040928733113583,0.8396500000000152
2.7,0.8403500000000153,0.8690398467644506,0.9047928733113584,0.8403500000000153
2.702,0.8410500000000153,0.8697398467644506,0.9054928733113586,0.8410500000000153
2.704,0.8417500000000153,0.8704398467644506,0.9061928733113586,0.8417500000000153
2.706,0.8424500000000155,0.8711398467644507,0.9068928733113586,0.8424500000000155
2.708,0.8431500000000155,0.8718398467644507,0.9075928733113586,0.8431500000000155
2.71,0.8438500000000155,0.8725398467644508,0.9082928733113586,0.8438500000000155
2.712,0.8445500000000156,0.8732398467644509,0.9089928733113586,0.8445500000000156
2.714,0.8452500000000156,0.8739398467644509,0.9096928733113588,0.8452500000000156
2.716,0.8459500000000156,0.874639846764451,0.9103928733113588,0.8459500000000156
2.718,0.8466500000000157,0.875339846764451,0.911092873311359,0.8466500000000157
2.72,0.8473500000000157,0.876039846764451,0.911792873311359,0.8473500000000157
2.722,0.8480500000000157,0.876739846764451,0.912492873311359,0.8480500000000157
2.724,0.8487500000000158,0.8774398467644511,0.913192873311359,0.8487500000000158
2.726,0.8494500000000159,0.8781398467644511,0.913892873311359,0.8494500000000159
2.728,0.850150000000016,0.8788398467644511,0.914592873311359,0.850150000000016
2.73,0.850850000000016,0.8795398467644513,0.9152928733113592,0.850850000000016
2.732,0.851550000000016,0.8802398467644513,0.9159928733113591,0.851550000000016
2.734,0.852250000000016,0.8809398467644514,0.9166928733113592,0.852250000000016
2.736,0.8529500000000161,0.8816398467644514,0.9173928733113594,0.8529500000000161
2.738,0.8536500000000161,0.8823398467644514,0.9180928733113594,0.8536500000000161
2.74,0.8543500000000162,0.8830398467644515,0.9187928733113594,0.8543500000000162
2.742,0.8550500000000162,0.8837398467644515,0.9194928733113594,0.8550500000000162
2.744,0.8557500000000162,0.8844398467644515,0.9201928733113593,0.8557500000000162
2.746,0.8564500000000164,0.8851398467644516,0.9208928733113594,0.8564500000000164
2.748,0.8571500000000164,0.8858398467644516,0.9215928733113596,0.8571500000000164
2.75,0.8578500000000164,0.8865398467644517,0.9222928733113596,0.8578500000000164
2.752,0.8585500000000165,0.8872398467644518,0.9229928733113596,0.8585500000000165
