Time_s,Velocity_Linear_mps,Velocity_Sine_mps,Velocity_Exp_mps,Velocity_Poly5_mps
0.052,0.0303333333333333,0.0475004503520065,0.1239285382598621,0.0019924500780247
0.054,0.0315,0.0493154311781539,0.1277050783255867,0.00221944779
0.056,0.0326666666666667,0.0511290599968441,0.1314191976744406,0.0024621146390123
0.058,0.0338333333333333,0.0529412870865267,0.1350719280301248,0.0027208398509877
0.06,0.035,0.0547520627640808,0.1386642840634479,0.002996
0.062,0.0361666666666667,0.0565613373861764,0.142197263674185,0.0032879591119753
0.064,0.0373333333333333,0.0583690613506358,0.1456718482682788,0.0035970687683951
0.066,0.0385,0.0601751850977933,0.1490890030304585,0.00392366821
0.068,0.0396666666666667,0.0619796591118542,0.1524496771923527,0.0042680844404938
0.07,0.0408333333333333,0.0637824339222516,0.1557548042961716,0.0046306323302469
0.072,0.042,0.0655834601050036,0.1590053024540296,0.00501161472
0.074,0.0431666666666667,0.0673826882840676,0.1622020746029827,0.0054113225245679
0.076,0.0443333333333333,0.0691800691326942,0.16534600875585,0.0058300348365432
0.078,0.0455,0.0709755533747794,0.1684379782478899,0.00626801903
0.08,0.0466666666666667,0.0727690917862158,0.1714788419793985,0.0067255308641975
0.082,0.0478333333333333,0.0745606351962418,0.1744694446542986,0.0072028145872839
0.084,0.049,0.0763501344887899,0.1774106170147855,0.00770010304
0.086,0.0501666666666667,0.078137540603833,0.1803031760720935,0.0082176177593827
0.088,0.0513333333333333,0.0799228045387295,0.1831479253334491,0.0087555690824691
0.09,0.0525,0.0817058773495669,0.1859456550252724,0.00931415625
0.092,0.0536666666666667,0.0834867101525033,0.1886971423126898,0.0098935675101235
0.094,0.0548333333333333,0.0852652541251079,0.1914031515154179,0.0104939802220988
0.096,0.056,0.0870414605076992,0.1940644343200796,0.01111556096
0.098,0.0571666666666667,0.088815280604682,0.1966817299890106,0.0117584656164198
0.1,0.0583333333333333,0.0905866657858823,0.1992557655656153,0.0124228395061728
0.102,0.0595,0.0923555674878805,0.2017872560763273,0.01310881747
0.104,0.0606666666666667,0.094121937215343,0.2042769047292328,0.0138165239782716
0.106,0.0618333333333333,0.0958857265423514,0.2067254031094108,0.0145460732346914
0.108,0.063,0.0976468871137302,0.2091334313710444,0.01529756928
0.11,0.0641666666666667,0.0994053706463729,0.2115016584263567,0.016071106095679
0.112,0.0653333333333333,0.1011611289305651,0.2138307421314244,0.0168667677076543
0.114,0.0665,0.1029141138313064,0.2161213294689195,0.01768462829
0.116,0.0676666666666666,0.1046642772896303,0.2183740567278313,0.018524752268642
0.118,0.0688333333333333,0.1064115713239216,0.2205895496802168,0.0193871944250617
0.12,0.07,0.1081559480312316,0.2227684237550309,0.020272
0.122,0.0711666666666666,0.1098973595885917,0.2249112842090826,0.0211792047971605
0.124,0.0723333333333333,0.1116357582543245,0.2270187262951656,0.0221088352869136
0.126,0.0735,0.1133710963693523,0.2290913354274107,0.02306090871
0.128,0.0746666666666667,0.1151033263585041,0.2311296873439036,0.0240354331812346
0.13,0.0758333333333333,0.1168324007318198,0.2331343482666169,0.0250324077932099
0.132,0.077,0.118558272085852,0.2351058750586973,0.02605182272
0.134,0.0781666666666667,0.1202808931049656,0.2370448153791528,0.0270936593208642
0.136,0.0793333333333333,0.1220002165626353,0.2389517078349845,0.0281578902439506
0.138,0.0805,0.12371619532274,0.2408270821308028,0.02924447953
0.14,0.0816666666666667,0.125428782340855,0.2426714592159709,0.0303533827160494
0.142,0.0828333333333333,0.1271379306655424,0.2444853514293164,0.0314845469391358
0.144,0.084,0.1288435934396373,0.2462692626414511,0.03263791104
0.146,0.0851666666666666,0.1305457239015331,0.2480236883947378,0.0338134056667901
0.148,0.0863333333333333,0.1322442753864635,0.2497491160409449,0.0350109533787654
